sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history
26268,SKM/SS/78A08/2015/209,Sikkim,South Sikkim,,Kholaghari village Road,27.202417,88.391583,Debris,Slide,NA
26269,SKM/ES/78A12/2015/113,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.202433,88.656708,Rock,Topple,NA
26270,SKM/ES/78A12/2015/34,Sikkim,East Sikkim,Pendam,NULL,27.203167,88.588667,Debris,Slide,NA
26271,SKM/ES/78A12/2015/38,Sikkim,East Sikkim,Pamdambhasmey,Rangpo-Rorathang Road,27.203194,88.600278,Debris,Slide,NA
26272,SKM/ES/78A12/2015/114,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.203869,88.658333,Debris,Slide,NA
26273,SKM/ES/78A12/2015/112,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.204556,88.647222,Debris,Slide,NA
26274,SKM/WS/78A08/2015/349,Sikkim,West Sikkim,,legship-Sikkip Road,27.204694,88.32375,Debris,Slide,NA
26275,SKM/ES/78A12/2015/33,Sikkim,East Sikkim,East Pendam,NULL,27.205,88.591722,Rock,Fall,NA
26276,SKM/SS/78A08/2015/56,Sikkim,South Sikkim,,Phong-Bermiok Road,27.205,88.442122,Debris,Slide,NA
26277,SKM/ES/78A12/2015/115,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.205047,88.689053,Debris,Slide,NA
26278,SKM/SS/78A08/2015/54,Sikkim,South Sikkim,,Phong-Bermiok Road,27.206611,88.442814,Debris,Slide,NA
26279,SKM/ES/78A12/2015/118,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.206653,88.679953,Rock,Fall,NA
26280,SKM/WS/78A08/2015/348,Sikkim,West Sikkim,,legship-Sikkip Road,27.206917,88.323278,Debris,Slide,NA
26281,SKM/SS/78A08/2015/55,Sikkim,South Sikkim,,Phong-Bermiok Road,27.207039,88.446667,Debris,Slide,NA
26282,SKM/ES/78A12/2015/116,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.207264,88.672817,Debris,Slide,NA
26283,SKM/ES/78A12/2015/117,Sikkim,East Sikkim,,Rorathang-Rongli Road,27.207606,88.676047,Rock,Fall,NA
26284,SKM/SS/78A08/2015/208,Sikkim,South Sikkim,,Kholaghari village Road,27.20825,88.387667,Earth,Slide,NA
26285,SKM/ES/78A12/2015/35,Sikkim,East Sikkim,,Rangpo-Rorathang Road,27.2115,88.58775,Debris,Slide,NA
26286,SKM/ES/78A12/2015/36,Sikkim,East Sikkim,,Rangpo-Rorathang Road,27.212222,88.587889,Debris,Slide,NA
26287,SKM/SS/78A08/2015/196,Sikkim,South Sikkim,,Namchi-Damthang Road,27.212583,88.399333,Debris,Slide,NA
26288,SKM/SS/78A08/2015/202,Sikkim,South Sikkim,,Kholaghari village Road,27.21275,88.391444,Debris,Slide,NA
26289,SKM/WS/78A08/2015/347,Sikkim,West Sikkim,,legship-Sikkip Road,27.213556,88.321833,Debris,Slide,NA
26290,SKM/ES/78A11/2015/13,Sikkim,East Sikkim,,NULL,27.214222,88.608361,Debris,Slide,NA
26291,SKM/SS/78A08/2015/203,Sikkim,South Sikkim,,Kholaghari village Road,27.214639,88.392417,Debris,Slide,NA
26292,SKM/ES/78A12/2015/37,Sikkim,East Sikkim,,Rangpo-Rorathang Road,27.214806,88.588083,Debris,Slide,NA
26293,SKM/SS/78A08/2015/205,Sikkim,South Sikkim,,Kholaghari village Road,27.215056,88.393306,Debris,Slide,NA
26294,SKM/SS/78A08/2015/195,Sikkim,South Sikkim,,Namchi-Damthang Road,27.21525,88.402278,Debris,Slide,NA
26295,SKM/NS/78A03/2017/85,Sikkim,West Sikkim,,SH,27.216361,88.199667,Debris,Slide,NA
26296,SKM/SS/78A08/2015/204,Sikkim,South Sikkim,,Kholaghari village Road,27.216639,88.392361,Rock,Slide,NA
26297,SKM/WS/78A08/2015/367,Sikkim,West Sikkim,,Kaluk-Rinchenpong Road,27.216722,88.274639,Debris,Slide,NA
26298,SKM/NS/78A04/2017/93,Sikkim,West Sikkim,Rishithang,SH,27.217278,88.236944,Debris,Slide,NA
26299,SKM/NS/78A04/2017/91,Sikkim,West Sikkim,,SH,27.217667,88.233472,Debris,Slide,NA
26300,SKM/NS/78A04/2017/92,Sikkim,West Sikkim,,SH,27.217667,88.234639,Debris,Slide,NA
26301,SKM/NS/78A04/2017/90,Sikkim,West Sikkim,,SH,27.218278,88.232472,Debris,Slide,NA
26302,SKM/NS/78A04/2017/89,Sikkim,West Sikkim,,SH,27.21875,88.233694,Debris,Slide,NA
26303,SKM/SS/78A08/2015/200,Sikkim,South Sikkim,,Kholaghari village Road,27.219444,88.391111,Debris,Slide,NA
26304,SKM/NS/78A04/2017/88,Sikkim,West Sikkim,,SH,27.219444,88.234361,Rock,Slide,NA
26305,SKM/NS/78A03/2017/80,Sikkim,West Sikkim,,SH,27.2195,88.210222,Debris,Slide,NA
26306,SKM/WS/78A08/2015/369,Sikkim,West Sikkim,,Sangadorji-Bum Road,27.219917,88.276306,Debris,Slide,NA
26307,SKM/WS/78A08/2015/370,Sikkim,West Sikkim,,Sangadorji-Bum Road,27.220306,88.261861,Debris,Slide,NA
26308,SKM/WS/78A08/2015/373,Sikkim,West Sikkim,,Sangadorji-Bum Road,27.220472,88.281028,Debris,Slide,NA
26309,SKM/ES/78A12/2015/131,Sikkim,East Sikkim,,Rhenak-Kopchey Road,27.22075,88.699833,Debris,Slide,NA
26310,SKM/WS/78A08/2015/371,Sikkim,West Sikkim,,Sangadorji-Bum Road,27.220778,88.279917,Debris,Slide,NA
26311,SKM/NS/78A04/2017/87,Sikkim,West Sikkim,Rishi,SH,27.220806,88.237361,Rock,Slide,NA
26312,SKM/ES/78A11/2015/14,Sikkim,East Sikkim,,NULL,27.220861,88.657111,Debris,Slide,NA
26313,SKM/ES/78A12/2015/27,Sikkim,East Sikkim,Mamring,NULL,27.220889,88.652278,Debris,Slide,NA
26314,SKM/SS/78A08/2015/199,Sikkim,South Sikkim,,Kholaghari village Road,27.220917,88.385083,Debris,Slide,NA
26315,SKM/SS/78A08/2015/194,Sikkim,South Sikkim,,Namchi-Damthang Road,27.220972,88.397639,Debris,Slide,NA
26316,SKM/SS/78A08/2015/189,Sikkim,South Sikkim,,Temi village Road,27.221444,88.376167,Debris,Slide,NA
26317,SKM/SS/78A08/2015/188,Sikkim,South Sikkim,,Temi village Road,27.2215,88.370667,Debris,Slide,NA
26318,SKM/SS/78A08/2015/201,Sikkim,South Sikkim,,Kholaghari village Road,27.221778,88.390861,Debris,Slide,NA
26319,SKM/WS/78A08/2015/372,Sikkim,West Sikkim,,Sangadorji-Bum Road,27.222917,88.281972,Debris,Slide,NA
26320,SKM/SS/78A12/2015/147,Sikkim,South Sikkim,,NH-31A,27.223833,88.491833,Debris,Slide,NA
26321,SKM/SS/78A08/2015/187,Sikkim,South Sikkim,,Temi village Road,27.224778,88.372083,Debris,Slide,NA
26322,SKM/SS/78A08/2015/186,Sikkim,South Sikkim,,Temi village Road,27.225083,88.373333,Debris,Slide,NA
26323,SKM/NS/78A04/2017/86,Sikkim,West Sikkim,,SH,27.225556,88.240333,Debris,Slide,NA
26324,SKM/SS/78A12/2015/148,Sikkim,South Sikkim,,NH-31A,27.22575,88.49325,Rock,Slide,NA
26325,SKM/WS/78A08/2015/392,Sikkim,West Sikkim,,Tinktitam village Road,27.226556,88.308861,Debris,Slide,NA
26326,SKM/NS/78A03/2017/79,Sikkim,West Sikkim,,SH,27.2275,88.220278,Debris,Slide,NA
26327,SKM/NS/78A04/2017/94,Sikkim,West Sikkim,,SH,27.227528,88.219639,Debris,Slide,NA
26328,SKM/SS/78A12/2015/149,Sikkim,South Sikkim,,Singtam-Dikchu Road,27.228556,88.493889,Debris,Slide,NA
26329,SKM/SS/78A08/2015/185,Sikkim,South Sikkim,,Temi village Road,27.229417,88.378444,Debris,Slide,NA
26330,SKM/ES/78A12/2015/28,Sikkim,East Sikkim,Taza,NULL,27.22975,88.619361,Earth,Slide,NA
26331,SKM/WS/78A08/2015/391,Sikkim,West Sikkim,,Tinktitam village Road,27.230583,88.306056,Debris,Slide,NA
26332,SKM/SS/78A08/2015/184,Sikkim,South Sikkim,Chemchey,Temi village Road,27.232639,88.378417,Debris,Slide,NA
26333,SKM/NS/78A04/2017/68,Sikkim,West Sikkim,,SH,27.233194,88.246361,Debris,Slide,NA
26334,SKM/ES/78A12/2015/22,Sikkim,East Sikkim,,NH-31A,27.233389,88.5015,Debris,Slide,NA
26335,SKM/ES/78A12/2015/120,Sikkim,East Sikkim,,Machong-Rongli Road,27.233417,88.634806,Debris,Slide,NA
26336,SKM/SS/78A08/2015/235,Sikkim,South Sikkim,,Tinktam-Rheyong Road,27.233667,88.348389,Debris,Slide,NA
26337,SKM/ES/78A12/2015/29,Sikkim,East Sikkim,,NULL,27.235694,88.6025,Debris,Slide,NA
26338,SKM/ES/78A12/2015/30,Sikkim,East Sikkim,,NULL,27.23575,88.602389,Debris,Slide,NA
26339,SKM/SS/78A12/2015/150,Sikkim,South Sikkim,,Singtam-Dikchu Road,27.23575,88.506472,Debris,Slide,NA
26340,SKM/SS/78A12/2015/151,Sikkim,South Sikkim,,Singtam-Dikchu Road,27.23575,88.507972,Debris,Slide,NA
26341,SKM/ES/78A12/2015/21,Sikkim,East Sikkim,,NH-31A,27.235778,88.506306,Debris,Slide,NA
26342,SKM/SS/78A08/2015/360,Sikkim,South Sikkim,,NULL,27.235861,88.433167,Debris,Slide,NA
26343,SKM/ES/78A12/2015/121,Sikkim,East Sikkim,,Machong-Rongli Road,27.235917,88.645167,Rock,Fall,NA
26344,SKM/ES/78A12/2015/152,Sikkim,East Sikkim,,NH-31A,27.236361,88.50875,Debris,Slide,NA
26345,SKM/ES/78A12/2015/20,Sikkim,East Sikkim,,NH-31A,27.236583,88.509611,Debris,Slide,NA
26346,SKM/NS/78A04/2017/69,Sikkim,West Sikkim,,SH,27.236889,88.235917,Rock,Slide,NA
26347,SKM/ES/78A12/2015/32,Sikkim,East Sikkim,,NULL,27.237694,88.598806,Debris,Slide,NA
26348,SKM/EAS/78A12/2014/002,Sikkim,East Sikkim,6 km from Martam,0.5 km before Sikkim Supreme (On NH-31A),27.23772,88.51384,Debris,Slide,26 August 2014
26349,SKM/SS/78A08/2015/236,Sikkim,South Sikkim,,Tinktam-Rheyong Road,27.237889,88.346444,Debris,Slide,NA
26350,SKM/WS/78A08/2015/390,Sikkim,West Sikkim,,Tinktitam village Road,27.237917,88.30475,Rock,Slide,NA
26351,SKM/ES/78A12/2015/31,Sikkim,East Sikkim,Dikling,NULL,27.238111,88.601528,Debris,Slide,NA
26352,SKM/EAS/78A08/2014/003,Sikkim,East Sikkim,Sirwani Landslide,Sirwani (On Singtam-Mangkha road ),27.23924,88.48416,Debris,Slide,"2011, 25 August 2014"
26353,SKM/WS/78A08/2015/387,Sikkim,West Sikkim,,Tinktitam village Road,27.239972,88.332778,Debris,Slide,NA
26354,SKM/ES/78A08/2015/49,Sikkim,East Sikkim,,Singtam-Dikchu Road,27.240028,88.486472,Debris,Slide,NA
26355,SKM/ES/78A08/2015/50,Sikkim,East Sikkim,,Singtam-Dikchu Road,27.240194,88.486278,Debris,Slide,NA
26356,SKM/NS/78A04/2017/71,Sikkim,West Sikkim,Upper Bermiok,SH,27.240389,88.234028,Debris,Slide,NA
26357,SKM/ES/78A08/2015/52,Sikkim,East Sikkim,,NULL,27.240556,88.48025,Debris,Slide,NA
26358,SKM/WS/78A08/2015/389,Sikkim,West Sikkim,,Tinktitam village Road,27.240639,88.306056,Debris,Slide,NA
26359,SKM/ES/78A08/2015/51,Sikkim,East Sikkim,,Singtam-Dikchu Road,27.240861,88.486278,Debris,Slide,NA
26360,SKM/NS/78A04/2017/70,Sikkim,West Sikkim,,SH,27.241333,88.233972,Debris,Slide,NA
26361,SK/ED/78A12/2017/01,Sikkim,East Sikkim,Pachey landslide near Pakyong Town,Pakyong-Machong Road near Pakyong,27.24144,88.60681,Debris,Fall and Slide,9 July 2017
26362,SKM/WS/78A08/2015/388,Sikkim,West Sikkim,,Tinktitam village Road,27.242139,88.327389,Debris,Slide,NA
26363,SKM/SS/78A08/2015/237,Sikkim,South Sikkim,,Tinktam-Rheyong Road,27.242917,88.354417,Debris,Slide,NA
26364,SKM/WS/78A08/2015/368,Sikkim,West Sikkim,,Kaluk-Rinchenpong Road,27.243806,88.2725,Debris,Slide,NA
26365,SKM/SS/78A08/2015/239,Sikkim,South Sikkim,,Tinktam-Rheyong Road,27.244056,88.348056,Debris,Slide,NA
26366,SKM/SS/78A08/2015/238,Sikkim,South Sikkim,,Tinktam-Rheyong Road,27.244472,88.350472,Rock,Fall,NA
26367,SKM/ES/78A12/2015/153,Sikkim,East Sikkim,,NH-31A,27.245028,88.524389,Debris,Slide,NA
26368,SKM/NS/78A04/2017/72,Sikkim,West Sikkim,Upper Bermiok,SH,27.245028,88.226861,Debris,Slide,NA
26369,SKM/ES/78A12/2015/19,Sikkim,East Sikkim,Sangkhola,NH-31A,27.245139,88.524444,Debris,Slide,NA
26370,SKM/NS/78A04/2017/45,Sikkim,West Sikkim,Hee gown,SH,27.245972,88.185278,Debris,Slide,NA
26371,SKM/ES/78A11/2015/16,Sikkim,East Sikkim,,NULL,27.246056,88.62575,Rock,Slide,NA
26372,SKM/ES/78A12/2015/119,Sikkim,East Sikkim,,Machong-Rongli Road,27.246194,88.625694,Rock,Fall,NA
26373,SKM/NS/78A04/2017/44,Sikkim,West Sikkim,,SH,27.246944,88.184833,Debris,Slide,NA
26374,SKM/NS/78A04/2017/73,Sikkim,West Sikkim,Budha Bari,SH,27.247111,88.225222,Debris,Slide,NA
26375,SKM/NS/78A04/2017/01,Sikkim,West Sikkim,Upper Bega,SH,27.248583,88.117444,Debris,Slide,NA
26376,SKM/NS/78A04/2017/02,Sikkim,West Sikkim,Upper Bega,SH,27.248833,88.117194,Debris,Slide,NA
26377,SKM/WS/78A07/2015/346,Sikkim,West Sikkim,,Legship-Rishi Road,27.25,88.301889,Debris,Slide,NA
26378,SKM/ES/78A11/2015/154,Sikkim,East Sikkim,,NH-31A,27.250556,88.53325,Debris,Slide,NA
26379,SKM/ES/78A11/2015/130,Sikkim,East Sikkim,,Machong-Rongli Road,27.250889,88.715444,Debris,Slide,NA
26380,SKM/ES/78A11/2015/122,Sikkim,East Sikkim,,Machong-Rongli Road,27.250972,88.659833,Rock,Fall,NA
26381,SKM/SS/78A07/2015/190,Sikkim,South Sikkim,,Ben village Road,27.251417,88.3845,Debris,Slide,NA
26382,SK/ESK/78A11/2019/03,Sikkim,East Sikkim,Sang,NH10A/ GangtokSiliguri Highway,27.251639,88.531361,Rock,Slide,2019
26383,SKM/NS/78A03/2017/43,Sikkim,West Sikkim,Hee Sapong,SH,27.251722,88.182972,Debris,Slide,NA
26384,SKM/NS/78A03/2017/42,Sikkim,West Sikkim,Hee Pool,SH,27.252139,88.176944,Rock,Slide,NA
26385,SKM/WS/78A07/2015/365,Sikkim,West Sikkim,,Kaluk-Rinchenpong Road,27.252167,88.272778,Rock,Fall,NA
26386,SKM/ES/78A11/2015/123,Sikkim,East Sikkim,,Machong-Rongli Road,27.252667,88.694194,Debris,Slide,NA
26387,SKM/NS/78A15/2017/165,Sikkim,East Sikkim,,SH,27.253528,88.786111,Debris,Slide,NA
26388,SKM/NS/78A03/2017/67,Sikkim,West Sikkim,Martam Ralong,SH,27.253889,88.210028,Debris,Slide,NA
26389,SKM/WS/78A07/2015/345,Sikkim,West Sikkim,,Legship-Rishi Road,27.254222,88.3005,Debris,Slide,NA
26390,SKM/NS/78A03/2017/34,Sikkim,West Sikkim,Sangkhu,SH,27.254389,88.145306,Debris,Slide,NA
26391,SKM/ES/78A11/2015/128,Sikkim,East Sikkim,,Machong-Rongli Road,27.25475,88.711,Debris,Slide,NA
26392,SKM/ES/78A11/2015/155,Sikkim,East Sikkim,,NH-31A,27.254778,88.542444,Debris,Slide,NA
26393,SKM/SS/78A07/2015/192,Sikkim,South Sikkim,,Ben village Road,27.254917,88.390889,Debris,Slide,NA
26394,SKM/SS/78A07/2015/193,Sikkim,South Sikkim,,Ben village Road,27.255167,88.396944,Debris,Slide,NA
26395,SKM/ES/78A11/2015/17,Sikkim,East Sikkim,,NH-31A,27.255278,88.543611,Debris,Slide,NA
26396,SKM/SS/78A07/2015/191,Sikkim,South Sikkim,,Ben village Road,27.255389,88.388944,Debris,Slide,NA
26397,SKM/NS/78A03/2017/38,Sikkim,West Sikkim,Sangkhu,SH,27.255861,88.156139,Debris,Slide,NA
26398,SKM/ES/78A11/2015/127,Sikkim,East Sikkim,,Machong-Rongli Road,27.256,88.706167,Debris,Slide,NA
26399,SKM/NS/78A03/2017/40,Sikkim,West Sikkim,,SH,27.256556,88.148722,Debris,Slide,NA
26400,SKM/NS/78A03/2017/37,Sikkim,West Sikkim,Sangkhu,SH,27.25675,88.148611,Debris,Slide,NA
26401,SKM/EAS/78A11/2014/001,Sikkim,East Sikkim,Mangthang Landslide,Mangthang (On Dhajey- Mangthang road ),27.25677,88.55359,Debris,Slide,"June 2014, 16 August 2014"
26402,SKM/ES/78A11/2015/15,Sikkim,East Sikkim,,NULL,27.257083,88.65975,Debris,Slide,2014
26403,SKM/ES/78A11/2015/124,Sikkim,East Sikkim,,Machong-Rongli Road,27.257083,88.696583,Debris,Slide,NA
26404,SKM/ES/78A11/2015/125,Sikkim,East Sikkim,,Machong-Rongli Road,27.257139,88.697556,Debris,Slide,NA
26405,SKM/WS/78A07/2015/363,Sikkim,West Sikkim,,Legship-Mayong Road,27.257194,88.305444,Debris,Slide,NA
26406,SKM/NS/78A03/2017/39,Sikkim,West Sikkim,,SH,27.257361,88.165333,Debris,Slide,NA
26407,SKM/SS/78A07/2015/327,Sikkim,South Sikkim,,NULL,27.257417,88.418889,Debris,Slide,NA
26408,SKM/ES/78A11/2015/156,Sikkim,East Sikkim,,NH-31A,27.257972,88.548861,Debris,Slide,NA
26409,SKM/ES/78A11/2015/126,Sikkim,East Sikkim,,Machong-Rongli Road,27.258222,88.704778,Debris,Slide,NA
26410,SKM/NS/78A03/2017/76,Sikkim,West Sikkim,,SH,27.258306,88.245306,Debris,Slide,NA
26411,SKM/NS/78A03/2017/78,Sikkim,West Sikkim,,SH,27.258389,88.246611,Debris,Slide,NA
26412,SKM/NS/78A03/2017/36,Sikkim,West Sikkim,Sangkhu,SH,27.258556,88.147028,Debris,Slide,NA
26413,SKM/NS/78A03/2017/74,Sikkim,West Sikkim,,SH,27.258778,88.202639,Debris,Slide,NA
26414,SKM/NS/78A03/2017/35,Sikkim,West Sikkim,Sangkhu,SH,27.258889,88.145611,Rock,Fall,NA
26415,SKM/SS/78A07/2015/328,Sikkim,South Sikkim,,NULL,27.259306,88.423028,Debris,Slide,NA
26416,SKM/ES/78A11/2015/18,Sikkim,East Sikkim,,NH-31A,27.259694,88.550417,Debris,Slide,NA
26417,SKM/NS/78A03/2017/77,Sikkim,West Sikkim,Rat Mathe,SH,27.259722,88.248972,Debris,Slide,NA
26418,SKM/ES/78A11/2015/129,Sikkim,East Sikkim,,Machong-Rongli Road,27.259833,88.711722,Debris,Slide,NA
26419,SKM/SS/78A07/2015/289,Sikkim,South Sikkim,,Gangla village Road,27.26,88.381361,Debris,Slide,NA
26420,SKM/NS/78A03/2017/41,Sikkim,West Sikkim,Radhu Basti,SH,27.260167,88.171889,Debris,Slide,NA
26421,SKM/WS/78A07/2015/364,Sikkim,West Sikkim,,Legship-Mayong Road,27.260194,88.302417,Debris,Slide,NA
26422,SKM/NS/78A03/2017/75,Sikkim,West Sikkim,,SH,27.260861,88.233278,Debris,Slide,NA
26423,SKM/NS/78A15/2017/164,Sikkim,East Sikkim,,SH,27.2615,88.788778,Debris,Slide,NA
26424,SKM/WS/78A07/2015/344,Sikkim,West Sikkim,,Legship-Rishi Road,27.26175,88.2945,Debris,Slide,NA
26425,SKM/NS/78A03/2017/66,Sikkim,West Sikkim,,SH,27.261778,88.197194,Debris,Slide,NA
26426,SKM/SS/78A07/2015/329,Sikkim,South Sikkim,,NULL,27.262056,88.4305,Debris,Slide,NA
26427,SKM/ES/78A11/2015/158,Sikkim,East Sikkim,,NH-31A,27.262583,88.562389,Debris,Slide,NA
26428,SKM/SS/78A07/2015/290,Sikkim,South Sikkim,,Gangla village Road,27.263194,88.377139,Debris,Slide,NA
26429,SKM/NS/78A15/2017/163,Sikkim,East Sikkim,,SH,27.263278,88.786667,Debris,Slide,NA
26430,SKM/ES/78A11/2015/157,Sikkim,East Sikkim,,NH-31A,27.264361,88.558389,Debris,Slide,NA
26431,SKM/NS/78A15/2017/160,Sikkim,East Sikkim,,SH,27.264694,88.792667,Debris,Slide,NA
26432,SKM/NS/78A15/2017/161,Sikkim,East Sikkim,,SH,27.26525,88.789556,Debris,Slide,NA
26433,SKM/NS/78A15/2017/162,Sikkim,East Sikkim,,SH,27.265389,88.788278,Debris,Slide,NA
26434,SKM/ES/78A11/2015/40,Sikkim,East Sikkim,Martam,NULL,27.265944,88.534556,Rock,Fall,NA
26435,SKM/WS/78A07/2015/343,Sikkim,West Sikkim,,Legship-Rishi Road,27.268944,88.2875,Debris,Slide,NA
26436,SKM/NS/78A03/2017/19,Sikkim,West Sikkim,Liching,SH,27.269556,88.137861,Debris,Slide,NA
26437,SKM/NS/78A03/2017/18,Sikkim,West Sikkim,Som,SH,27.269778,88.144278,Debris,Slide,NA
26438,SKM/NS/78A03/2017/31,Sikkim,West Sikkim,Sapong,SH,27.269861,88.178139,Debris,Slide,NA
26439,SKM/NS/78A03/2017/03,Sikkim,West Sikkim,,SH,27.269917,88.077111,Debris,Slide,NA
26440,SKM/NS/78A03/2017/30,Sikkim,West Sikkim,Lungzick,SH,27.27,88.179944,Rock,Fall,NA
26441,SKM/SS/78A07/2015/330,Sikkim,South Sikkim,,Robang-Tarku Road,27.270056,88.430139,Debris,Slide,NA
26442,SKM/NS/78A03/2017/32,Sikkim,West Sikkim,Sapong,SH,27.270056,88.174444,Debris,Slide,NA
26443,SKM/NS/78A03/2017/17,Sikkim,West Sikkim,Jhum Khola,SH,27.270667,88.142056,Rock,Fall,NA
26444,SKM/NS/78A03/2017/33,Sikkim,West Sikkim,Lower Sapong,SH,27.27075,88.167417,Debris,Slide,NA
26445,SKM/SS/78A07/2015/331,Sikkim,South Sikkim,,Robang-Tarku Road,27.271583,88.430389,Debris,Slide,NA
26446,SKM/SS/78A07/2015/286,Sikkim,South Sikkim,,Gangla village Road,27.272056,88.394139,Debris,Slide,NA
26447,SKM/SS/78A07/2015/285,Sikkim,South Sikkim,,Sangmo village Road,27.273083,88.389528,Debris,Slide,NA
26448,SKM/WS/78A07/2015/362,Sikkim,West Sikkim,,NULL,27.27325,88.303417,Debris,Slide,NA
26449,SKM/SS/78A07/2015/287,Sikkim,South Sikkim,,Gangla village Road,27.273861,88.398722,Debris,Slide,NA
26450,SKM/WS/78A07/2015/361,Sikkim,West Sikkim,,NULL,27.2755,88.308056,Debris,Slide,NA
26451,SKM/NS/78A03/2017/04,Sikkim,West Sikkim,Kachapati,SH,27.27575,88.084972,Debris,Slide,NA
26452,SKM/WS/78A07/2015/358,Sikkim,West Sikkim,,Legship-Geyzing Road,27.275917,88.254278,Rock,Slide,NA
26453,SKM/SS/78A07/2015/288,Sikkim,South Sikkim,,Gangla village Road,27.276167,88.398722,Debris,Slide,NA
26454,SKM/SS/78A07/2015/332,Sikkim,South Sikkim,,Robang-Tarku Road,27.279889,88.436472,Debris,Slide,NA
26455,SKM/NS/78A15/2017/159,Sikkim,East Sikkim,Lungthang,SH,27.279972,88.804278,Debris,Slide,NA
26456,SKM/NS/78A03/2017/23,Sikkim,West Sikkim,Sardong,SH,27.279972,88.186917,Debris,Slide,NA
26457,SKM/NS/78A03/2017/26,Sikkim,West Sikkim,Lungzick,SH,27.280667,88.190861,Debris,Slide,NA
26458,SKM/NS/78A03/2017/05,Sikkim,West Sikkim,,SH,27.280889,88.084333,Debris,Slide,NA
26459,SKM/NS/78A03/2017/28,Sikkim,West Sikkim,Arigown,SH,27.281028,88.227667,Debris,Slide,NA
26460,SKM/NS/78A03/2017/22,Sikkim,West Sikkim,Sardong,SH,27.281444,88.187833,Debris,Slide,NA
26461,SKM/NS/78A03/2017/29,Sikkim,West Sikkim,Arigown,SH,27.281611,88.229556,Debris,Slide,NA
26462,SKM/SS/78A07/2015/334,Sikkim,South Sikkim,,Robang-Tarku Road,27.282,88.415028,Debris,Slide,NA
26463,SKM/ES/78A11/2015/97,Sikkim,East Sikkim,,NULL,27.282444,88.598917,Debris,Slide,NA
26464,SKM/NS/78A03/2017/09,Sikkim,West Sikkim,Sarkitar,SH,27.282667,88.108278,Debris,Slide,NA
26465,SKM/NS/78A03/2017/21,Sikkim,West Sikkim,Sardong,SH,27.282917,88.189556,Debris,Slide,NA
26466,SKM/NS/78A03/2017/08,Sikkim,West Sikkim,,SH,27.283194,88.106667,Debris,Slide,NA
26467,SKM/NS/78A03/2017/25,Sikkim,West Sikkim,,SH,27.283444,88.192639,Debris,Slide,NA
26468,SKM/NS/78A03/2017/20,Sikkim,West Sikkim,Sardong,SH,27.283639,88.189944,Debris,Slide,NA
26469,SK/EAS/78A11/2014/01,Sikkim,East Sikkim,Dhankutey dhara Slide,3km away from Rumtek on Rumtek - Martam road.,27.28408,88.54611,Earth,Slide,28 August 2013
26470,SKM/WS/78A07/2015/359,Sikkim,West Sikkim,,Legship-Geyzing Road,27.284139,88.264889,Debris,Slide,NA
26471,SKM/SS/78A07/2015/291,Sikkim,South Sikkim,,Gangla village Road,27.28425,88.370056,Debris,Slide,NA
26472,SKM/NS/78A03/2017/24,Sikkim,West Sikkim,,SH,27.284528,88.195583,Debris,Slide,NA
26473,SKM/NS/78A03/2017/10,Sikkim,West Sikkim,,SH,27.28475,88.106194,Rock,Fall,NA
26474,SKM/NS/78A03/2017/27,Sikkim,West Sikkim,Sardong,SH,27.285,88.197583,Debris,Slide,NA
26475,SKM/SS/78A07/2015/292,Sikkim,South Sikkim,,Gangla village Road,27.287194,88.369444,Debris,Slide,NA
26476,SKM/NS/78A03/2017/11,Sikkim,West Sikkim,,SH,27.287361,88.102611,Debris,Slide,NA
26477,SKM/NS/78A03/2017/13,Sikkim,West Sikkim,,SH,27.288167,88.102778,Rock,Fall,NA
26478,SKM/NS/78A03/2017/12,Sikkim,West Sikkim,,SH,27.288444,88.102667,Rock,Fall,NA
26479,SKM/NS/78A15/2017/158,Sikkim,East Sikkim,,SH,27.288667,88.816111,Debris,Slide,NA
26480,SKM/NS/78A03/2017/06,Sikkim,West Sikkim,,SH,27.289861,88.084389,Debris,Slide,NA
26481,SKM/NS/78A15/2017/157,Sikkim,East Sikkim,Nathang Valley,SH,27.292583,88.820417,Debris,Slide,NA
26482,SKM/ES/78A11/2015/159,Sikkim,East Sikkim,,NH-31A,27.292944,88.589417,Debris,Slide,NA
26483,SKM/WS/78A07/2015/380,Sikkim,West Sikkim,,NULL,27.293417,88.294917,Debris,Slide,NA
26484,SKM/ES/78A11/2015/98,Sikkim,East Sikkim,,Namok Road,27.293556,88.642056,Debris,Slide,NA
26485,SKM/NS/78A03/2017/07,Sikkim,West Sikkim,Kumuk,SH,27.294889,88.079944,Debris,Slide,NA
26486,SKM/NS/78A03/2017/14,Sikkim,West Sikkim,,SH,27.29525,88.102694,Debris,Slide,NA
26487,SKM/NS/78A03/2017/16,Sikkim,West Sikkim,,SH,27.295444,88.094583,Debris,Slide,NA
26488,SKM/NS/78A03/2017/15,Sikkim,West Sikkim,,SH,27.296028,88.10175,Debris,Slide,NA
